% Citation Request
% Murat KOKLU and ILKER ALI OZKAN
% KOKLU, M. and OZKAN, I.A., (2020), "Multiclass Classification of Dry Beans Using Computer Vision and Machine Learning Techniques." Computers and Electronics in Agriculture, 174, 105507. DOI: https://doi.org/10.1016/j.compag.2020.105507
% Citation Request
Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
179474,1656,611.5,377.7,1.619,0.7864,183984,478,0.7881,0.9755,0.8226,0.7818,0.003407,0.0007851,0.6112,0.9895,BOMBAY
179496,1606,594.6,386,1.54,0.7606,181511,478.1,0.7814,0.9889,0.8744,0.804,0.003313,0.0008538,0.6464,0.9957,BOMBAY
179725,1592,591.5,388.9,1.521,0.7535,181562,478.4,0.7973,0.9899,0.8907,0.8087,0.003291,0.0008683,0.654,0.9946,BOMBAY
179759,1664,637.3,362.5,1.758,0.8224,182091,478.4,0.7765,0.9872,0.8163,0.7507,0.003545,0.0006945,0.5636,0.9907,BOMBAY
180012,1636,628.6,365.3,1.721,0.8138,181815,478.7,0.8011,0.9901,0.8453,0.7616,0.003492,0.0007246,0.58,0.9981,BOMBAY
180028,1631,625.6,371.4,1.684,0.8047,183263,478.8,0.6746,0.9823,0.8506,0.7653,0.003475,0.0007352,0.5856,0.9864,BOMBAY
180089,1611,609.2,377.7,1.613,0.7846,181809,478.8,0.7153,0.9905,0.8721,0.786,0.003383,0.0007966,0.6179,0.9965,BOMBAY
180097,1629,605.1,381.9,1.584,0.7757,182527,478.9,0.734,0.9867,0.8532,0.7913,0.00336,0.0008127,0.6262,0.9921,BOMBAY
180261,1595,578.1,401.4,1.44,0.7197,182710,479.1,0.7747,0.9866,0.8909,0.8288,0.003207,0.0009332,0.6868,0.9892,BOMBAY
180547,1650,658.6,351.9,1.872,0.8453,182425,479.5,0.8344,0.9897,0.8335,0.728,0.003648,0.000632,0.53,0.9919,BOMBAY
180805,1631,631.5,369.9,1.707,0.8105,184775,479.8,0.7377,0.9785,0.8538,0.7598,0.003493,0.0007179,0.5773,0.9854,BOMBAY
180948,1578,571.6,404.2,1.414,0.707,182446,480,0.7398,0.9918,0.9127,0.8398,0.003159,0.000969,0.7052,0.9972,BOMBAY
181020,1593,594.9,388.8,1.53,0.7569,182766,480.1,0.7841,0.9904,0.8959,0.807,0.003286,0.0008598,0.6513,0.9965,BOMBAY
181118,1654,632.4,370.4,1.707,0.8105,185974,480.2,0.7705,0.9739,0.8319,0.7594,0.003491,0.0007163,0.5767,0.9847,BOMBAY
181168,1673,653,360.2,1.813,0.8341,186215,480.3,0.7527,0.9729,0.8139,0.7355,0.003605,0.0006505,0.5409,0.9807,BOMBAY
181181,1601,576,403.4,1.428,0.7139,183119,480.3,0.7683,0.9894,0.8879,0.8338,0.003179,0.0009479,0.6952,0.9928,BOMBAY
181460,1663,645.9,360.2,1.793,0.8301,184707,480.7,0.8172,0.9824,0.8246,0.7442,0.00356,0.0006734,0.5538,0.993,BOMBAY
181748,1602,587.5,396,1.484,0.7388,183366,481,0.8204,0.9912,0.8897,0.8188,0.003233,0.0008961,0.6704,0.9947,BOMBAY
181822,1603,579.5,401.9,1.442,0.7204,183395,481.1,0.7663,0.9914,0.8889,0.8303,0.003187,0.0009342,0.6893,0.9939,BOMBAY
181877,1597,596.7,389.9,1.53,0.7569,183602,481.2,0.7884,0.9906,0.8962,0.8065,0.003281,0.0008562,0.6505,0.9953,BOMBAY
181985,1623,597.7,390.7,1.53,0.7568,184037,481.4,0.7718,0.9889,0.8685,0.8054,0.003284,0.0008524,0.6487,0.9924,BOMBAY
181992,1639,643,363.7,1.768,0.8246,184472,481.4,0.8081,0.9866,0.8511,0.7487,0.003533,0.0006847,0.5605,0.9908,BOMBAY
182090,1621,617.1,379.4,1.627,0.7887,183882,481.5,0.7709,0.9903,0.8705,0.7803,0.003389,0.000775,0.6089,0.9904,BOMBAY
182178,1656,635.9,368.3,1.726,0.8152,183979,481.6,0.7963,0.9902,0.8349,0.7574,0.003491,0.0007084,0.5736,0.9903,BOMBAY
182361,1635,608.4,385.3,1.579,0.774,184578,481.9,0.827,0.988,0.8577,0.7919,0.003337,0.0008096,0.6272,0.9905,BOMBAY
182494,1653,614.3,387,1.587,0.7766,189173,482,0.7456,0.9647,0.839,0.7847,0.003366,0.0007873,0.6158,0.9774,BOMBAY
182755,1630,616.8,379.6,1.625,0.7882,184677,482.4,0.824,0.9896,0.8642,0.7821,0.003375,0.0007788,0.6116,0.9938,BOMBAY
182835,1612,572.8,408.7,1.401,0.7006,184739,482.5,0.8136,0.9897,0.8837,0.8424,0.003133,0.0009729,0.7096,0.9944,BOMBAY
182940,1636,624.3,376.4,1.659,0.7978,185434,482.6,0.7927,0.9866,0.8586,0.7731,0.003413,0.0007519,0.5976,0.9912,BOMBAY
182972,1641,587.5,398.9,1.473,0.7341,185353,482.7,0.8325,0.9872,0.8541,0.8216,0.003211,0.0009025,0.675,0.9941,BOMBAY
182976,1624,617.5,380.4,1.623,0.7877,184527,482.7,0.7935,0.9916,0.8723,0.7817,0.003375,0.0007771,0.611,0.9919,BOMBAY
183019,1642,624.6,376,1.661,0.7986,184890,482.7,0.7168,0.9899,0.8533,0.7728,0.003413,0.000751,0.5973,0.9923,BOMBAY
183093,1626,606.6,386.8,1.568,0.7703,185169,482.8,0.7758,0.9888,0.8698,0.7959,0.003313,0.0008202,0.6335,0.9934,BOMBAY
183153,1627,608.6,385.1,1.58,0.7744,185326,482.9,0.7686,0.9883,0.8694,0.7934,0.003323,0.0008123,0.6295,0.9949,BOMBAY
183243,1654,621.1,380.5,1.632,0.7904,187180,483,0.7836,0.979,0.8418,0.7777,0.003389,0.0007649,0.6048,0.9874,BOMBAY
183410,1636,614.5,384.3,1.599,0.7803,185080,483.2,0.7543,0.991,0.8613,0.7865,0.00335,0.0007906,0.6185,0.989,BOMBAY
183422,1639,621.5,380.4,1.634,0.7908,186364,483.3,0.7899,0.9842,0.8575,0.7775,0.003389,0.0007639,0.6045,0.9877,BOMBAY
183483,1670,634.1,374.9,1.691,0.8065,187798,483.3,0.7633,0.977,0.8272,0.7622,0.003456,0.0007196,0.581,0.9827,BOMBAY
183612,1610,590.3,396.9,1.487,0.7402,185076,483.5,0.798,0.9921,0.8899,0.8191,0.003215,0.0008926,0.6709,0.9978,BOMBAY
183754,1631,625.5,376.1,1.663,0.7991,185287,483.7,0.8226,0.9917,0.8683,0.7733,0.003404,0.0007507,0.5979,0.9946,BOMBAY
183825,1594,582.2,402.8,1.446,0.7221,185116,483.8,0.7979,0.993,0.9087,0.8309,0.003167,0.0009314,0.6905,0.9981,BOMBAY
183924,1623,631.1,373.2,1.691,0.8065,185666,483.9,0.761,0.9906,0.8769,0.7668,0.003431,0.0007317,0.5879,0.9944,BOMBAY
184018,1654,627.8,376.2,1.669,0.8006,186286,484,0.8279,0.9878,0.8456,0.771,0.003412,0.0007436,0.5944,0.9921,BOMBAY
184172,1633,632.7,373.8,1.692,0.8067,186777,484.2,0.8099,0.9861,0.8682,0.7654,0.003435,0.0007273,0.5859,0.9914,BOMBAY
184245,1671,621,385.1,1.612,0.7844,189905,484.3,0.7255,0.9702,0.8291,0.78,0.00337,0.0007695,0.6084,0.9809,BOMBAY
184246,1642,646.6,365.2,1.77,0.8252,186178,484.3,0.7549,0.9896,0.8587,0.7491,0.003509,0.0006816,0.5611,0.9935,BOMBAY
184259,1645,628.2,377.5,1.664,0.7992,186648,484.4,0.8152,0.9872,0.8561,0.7711,0.003409,0.0007433,0.5945,0.9892,BOMBAY
184362,1653,615.7,384.5,1.601,0.781,187863,484.5,0.7851,0.9814,0.8479,0.7869,0.00334,0.0007898,0.6192,0.9915,BOMBAY
184398,1624,613.9,385.6,1.592,0.778,187032,484.5,0.8121,0.9859,0.8789,0.7893,0.003329,0.0007971,0.623,0.9918,BOMBAY
184491,1656,618.6,383.2,1.615,0.7851,187848,484.7,0.7668,0.9821,0.8451,0.7834,0.003353,0.0007792,0.6138,0.991,BOMBAY
184715,1664,643.8,368.6,1.747,0.8199,187214,485,0.7987,0.9867,0.8382,0.7532,0.003486,0.0006921,0.5674,0.9911,BOMBAY
184827,1607,599.8,393.5,1.525,0.7548,186978,485.1,0.7918,0.9885,0.8991,0.8087,0.003245,0.0008564,0.654,0.9971,BOMBAY
184936,1622,621.6,380.4,1.634,0.7909,186576,485.3,0.7494,0.9912,0.8832,0.7806,0.003361,0.0007699,0.6094,0.9959,BOMBAY
185104,1608,588.8,402.6,1.462,0.7297,187253,485.5,0.7966,0.9885,0.9,0.8246,0.003181,0.000907,0.6799,0.9944,BOMBAY
185149,1648,645.1,368.6,1.75,0.8207,186539,485.5,0.8331,0.9925,0.8569,0.7526,0.003484,0.0006897,0.5665,0.9914,BOMBAY
185350,1642,604.7,392.9,1.539,0.7601,187679,485.8,0.828,0.9876,0.864,0.8034,0.003262,0.0008384,0.6455,0.9933,BOMBAY
185677,1613,582.5,408.7,1.425,0.7125,187533,486.2,0.7674,0.9901,0.897,0.8347,0.003137,0.0009395,0.6968,0.993,BOMBAY
185896,1653,618.1,387.7,1.594,0.7789,187616,486.5,0.8067,0.9908,0.8553,0.7871,0.003325,0.0007872,0.6195,0.9878,BOMBAY
185950,1642,622.9,383,1.626,0.7886,188551,486.6,0.8139,0.9862,0.8668,0.7811,0.00335,0.0007693,0.6102,0.9923,BOMBAY
186003,1660,633.3,374.3,1.692,0.8067,187431,486.6,0.7785,0.9924,0.8482,0.7684,0.003405,0.0007323,0.5905,0.9991,BOMBAY
186103,1646,622.1,384.9,1.616,0.7856,189236,486.8,0.7977,0.9834,0.8631,0.7825,0.003343,0.0007731,0.6123,0.9897,BOMBAY
186401,1757,672.2,359.8,1.869,0.8448,191438,487.2,0.773,0.9737,0.7584,0.7247,0.003606,0.0006136,0.5252,0.9813,BOMBAY
186431,1677,642.9,375.1,1.714,0.8121,189926,487.2,0.814,0.9816,0.8329,0.7579,0.003448,0.0007017,0.5744,0.9844,BOMBAY
186439,1663,627.8,382.7,1.641,0.7927,188370,487.2,0.8486,0.9897,0.8468,0.7761,0.003367,0.0007534,0.6023,0.988,BOMBAY
186509,1672,655.7,366.1,1.791,0.8296,189519,487.3,0.844,0.9841,0.8383,0.7432,0.003516,0.0006616,0.5523,0.9892,BOMBAY
186519,1621,583.4,410.6,1.421,0.7105,188837,487.3,0.833,0.9877,0.8918,0.8353,0.003128,0.0009392,0.6977,0.9915,BOMBAY
186542,1665,624.6,383.9,1.627,0.7888,188989,487.4,0.7654,0.9871,0.8456,0.7802,0.003349,0.0007654,0.6087,0.9904,BOMBAY
186618,1641,609.9,391.8,1.556,0.7663,188480,487.5,0.8029,0.9901,0.8713,0.7993,0.003268,0.0008227,0.6388,0.9943,BOMBAY
186765,1649,635.9,377.5,1.684,0.8047,188680,487.6,0.808,0.9899,0.8636,0.7669,0.003405,0.0007264,0.5881,0.9906,BOMBAY
187129,1601,576.4,416.3,1.385,0.6917,189047,488.1,0.7731,0.9899,0.9176,0.8469,0.00308,0.0009773,0.7172,0.9931,BOMBAY
187588,1654,593.2,405.9,1.461,0.7292,189950,488.7,0.7161,0.9876,0.8613,0.8239,0.003162,0.0008989,0.6789,0.9921,BOMBAY
187645,1653,630.6,381.3,1.654,0.7965,189828,488.8,0.7966,0.9885,0.8632,0.7751,0.003361,0.0007483,0.6008,0.9937,BOMBAY
187761,1665,615.1,393.8,1.562,0.7682,192202,488.9,0.8167,0.9769,0.8513,0.7949,0.003276,0.0008069,0.6319,0.9871,BOMBAY
187777,1674,638.4,376.9,1.694,0.8071,190000,489,0.8212,0.9883,0.8416,0.7659,0.0034,0.0007216,0.5865,0.9935,BOMBAY
188247,1692,664.2,368,1.805,0.8325,194252,489.6,0.7275,0.9691,0.8263,0.7371,0.003528,0.0006425,0.5433,0.9806,BOMBAY
188362,1658,639.8,377.8,1.693,0.807,191016,489.7,0.8106,0.9861,0.8611,0.7654,0.003397,0.0007191,0.5858,0.9921,BOMBAY
188557,1649,620.4,390.2,1.59,0.7775,190364,490,0.7336,0.9905,0.8715,0.7897,0.00329,0.0007895,0.6237,0.9917,BOMBAY
188888,1655,630.2,384.9,1.637,0.7918,191255,490.4,0.7788,0.9876,0.8666,0.7782,0.003336,0.0007547,0.6056,0.9915,BOMBAY
188980,1696,650,374.7,1.735,0.8171,192822,490.5,0.6456,0.9801,0.8253,0.7547,0.00344,0.0006881,0.5695,0.9879,BOMBAY
189236,1659,616.7,394.2,1.564,0.769,191867,490.9,0.6962,0.9863,0.864,0.7959,0.003259,0.0008068,0.6335,0.991,BOMBAY
189378,1716,651.1,378.4,1.721,0.8137,195616,491,0.7369,0.9681,0.8085,0.7542,0.003438,0.0006863,0.5689,0.9787,BOMBAY
189503,1677,651.2,373.2,1.745,0.8195,191559,491.2,0.7967,0.9893,0.8469,0.7543,0.003436,0.0006863,0.569,0.9928,BOMBAY
190062,1654,631.5,384.7,1.642,0.7931,191654,491.9,0.7637,0.9917,0.8726,0.779,0.003323,0.0007546,0.6068,0.9962,BOMBAY
190130,1653,632,385.3,1.64,0.7927,191870,492,0.8149,0.9909,0.874,0.7785,0.003324,0.0007532,0.6061,0.9941,BOMBAY
190239,1659,615.4,394.5,1.56,0.7675,192195,492.2,0.7901,0.9898,0.8688,0.7998,0.003235,0.0008164,0.6397,0.9977,BOMBAY
190505,1694,648.1,376.3,1.722,0.8141,192570,492.5,0.7817,0.9893,0.8345,0.76,0.003402,0.0006999,0.5775,0.9946,BOMBAY
190600,1661,619.9,394.9,1.57,0.7708,192978,492.6,0.7803,0.9877,0.8685,0.7947,0.003252,0.0008003,0.6316,0.9914,BOMBAY
190728,1696,666,368.9,1.805,0.8325,192377,492.8,0.8367,0.9914,0.8331,0.7399,0.003492,0.0006457,0.5475,0.9883,BOMBAY
190919,1628,596.9,408.8,1.46,0.7286,192563,493,0.7771,0.9915,0.9057,0.826,0.003126,0.0008977,0.6823,0.9962,BOMBAY
191042,1678,629,389.5,1.615,0.7853,193440,493.2,0.7753,0.9876,0.853,0.784,0.003293,0.0007675,0.6147,0.9929,BOMBAY
191093,1687,635.7,386.5,1.645,0.794,194125,493.3,0.767,0.9844,0.844,0.7759,0.003327,0.0007438,0.602,0.9903,BOMBAY
191366,1682,642.9,383.4,1.677,0.8027,193330,493.6,0.7841,0.9898,0.8502,0.7678,0.00336,0.0007202,0.5895,0.9885,BOMBAY
191369,1683,650.5,381.4,1.706,0.8101,194562,493.6,0.8249,0.9836,0.8488,0.7589,0.003399,0.0006954,0.5759,0.9822,BOMBAY
191554,1683,635.4,385.9,1.646,0.7944,193468,493.9,0.7125,0.9901,0.8503,0.7772,0.003317,0.0007467,0.6041,0.9946,BOMBAY
191584,1635,580.6,421,1.379,0.6886,193466,493.9,0.7713,0.9903,0.901,0.8506,0.003031,0.0009787,0.7235,0.9978,BOMBAY
191756,1699,660,373,1.769,0.825,193517,494.1,0.662,0.9909,0.8346,0.7487,0.003442,0.000667,0.5605,0.9918,BOMBAY
192018,1668,637.5,385.2,1.655,0.7968,193459,494.5,0.8185,0.9926,0.8677,0.7756,0.00332,0.0007411,0.6015,0.9956,BOMBAY
192106,1680,605.2,407.5,1.485,0.7394,194851,494.6,0.814,0.9859,0.855,0.8171,0.003151,0.0008665,0.6677,0.9918,BOMBAY
192239,1729,678.6,364.1,1.864,0.8438,194337,494.7,0.8203,0.9892,0.808,0.7291,0.00353,0.0006153,0.5316,0.9906,BOMBAY
192812,1679,654.8,378.2,1.731,0.8163,194740,495.5,0.815,0.9901,0.8597,0.7566,0.003396,0.0006866,0.5725,0.9912,BOMBAY
193432,1682,639,387.7,1.648,0.7949,195899,496.3,0.788,0.9874,0.8587,0.7767,0.003303,0.0007414,0.6032,0.9941,BOMBAY
193584,1693,637,390.6,1.631,0.79,197382,496.5,0.8006,0.9808,0.8484,0.7793,0.003291,0.0007488,0.6074,0.9906,BOMBAY
193700,1638,578.2,430,1.345,0.6686,195583,496.6,0.8105,0.9904,0.9069,0.8589,0.002985,0.001002,0.7377,0.9921,BOMBAY
194219,1695,639.9,392.1,1.632,0.7902,197270,497.3,0.8208,0.9845,0.8493,0.7772,0.003295,0.0007413,0.604,0.9855,BOMBAY
194330,1672,628.1,395.9,1.586,0.7763,196056,497.4,0.7171,0.9912,0.8731,0.792,0.003232,0.0007844,0.6273,0.9951,BOMBAY
195076,1672,629.9,397.1,1.586,0.7762,196829,498.4,0.7963,0.9911,0.8771,0.7913,0.003229,0.0007807,0.6261,0.993,BOMBAY
195106,1649,619.8,404,1.534,0.7584,197343,498.4,0.791,0.9887,0.9019,0.8041,0.003177,0.0008193,0.6466,0.992,BOMBAY
195332,1692,624.9,402.3,1.553,0.7652,198864,498.7,0.7588,0.9822,0.8574,0.7981,0.003199,0.0008005,0.6369,0.9893,BOMBAY
195455,1716,633.8,396.9,1.597,0.7797,198403,498.9,0.759,0.9851,0.8337,0.7871,0.003243,0.0007676,0.6195,0.9893,BOMBAY
196076,1692,641.3,393.1,1.631,0.7901,199295,499.7,0.804,0.9838,0.8606,0.7791,0.003271,0.0007434,0.607,0.9903,BOMBAY
196157,1686,643.1,390.6,1.646,0.7944,198513,499.8,0.8045,0.9881,0.8674,0.7772,0.003278,0.0007377,0.604,0.9943,BOMBAY
196212,1747,682.7,370,1.845,0.8404,199571,499.8,0.8383,0.9832,0.8078,0.7321,0.00348,0.0006165,0.536,0.9889,BOMBAY
196264,1668,628,400.8,1.567,0.7699,198006,499.9,0.8345,0.9912,0.8863,0.796,0.0032,0.0007923,0.6336,0.9928,BOMBAY
196411,1687,654.8,384.1,1.705,0.8099,197945,500.1,0.7667,0.9923,0.867,0.7637,0.003334,0.0006995,0.5832,0.9943,BOMBAY
197245,1703,642.1,396.1,1.621,0.7871,200777,501.1,0.8021,0.9824,0.855,0.7805,0.003255,0.0007452,0.6092,0.9875,BOMBAY
197598,1688,641.7,395.2,1.624,0.7878,199491,501.6,0.8403,0.9905,0.8717,0.7817,0.003247,0.0007479,0.611,0.9921,BOMBAY
198209,1672,617.1,412.2,1.497,0.7443,200587,502.4,0.7868,0.9881,0.8907,0.814,0.003114,0.0008433,0.6626,0.9922,BOMBAY
198281,1725,650.7,392.5,1.658,0.7976,201595,502.5,0.709,0.9836,0.8372,0.7722,0.003282,0.0007197,0.5963,0.9886,BOMBAY
198323,1690,646.5,393.4,1.644,0.7936,201273,502.5,0.7389,0.9853,0.873,0.7772,0.00326,0.0007339,0.6041,0.9929,BOMBAY
198671,1687,623.3,410.1,1.52,0.753,201134,502.9,0.7924,0.9878,0.8775,0.8069,0.003137,0.0008205,0.6512,0.9896,BOMBAY
198796,1739,689.4,372.8,1.849,0.8412,202308,503.1,0.8253,0.9826,0.8259,0.7298,0.003468,0.0006068,0.5326,0.985,BOMBAY
198997,1717,653.7,392.3,1.666,0.7999,201507,503.4,0.7593,0.9875,0.8484,0.77,0.003285,0.0007124,0.593,0.9881,BOMBAY
199021,1748,705.4,364.8,1.934,0.8559,202063,503.4,0.7838,0.9849,0.8188,0.7136,0.003544,0.000567,0.5092,0.9848,BOMBAY
199437,1708,634.6,403.7,1.572,0.7715,201610,503.9,0.7942,0.9892,0.8592,0.7941,0.003182,0.0007804,0.6306,0.9912,BOMBAY
199669,1690,625.8,411.1,1.522,0.754,202954,504.2,0.7645,0.9838,0.878,0.8058,0.003134,0.0008149,0.6492,0.9883,BOMBAY
199788,1750,685.9,375.6,1.826,0.8367,202653,504.4,0.7926,0.9859,0.8201,0.7353,0.003433,0.000619,0.5406,0.9873,BOMBAY
200116,1773,636.1,402.3,1.581,0.7746,202634,504.8,0.7734,0.9876,0.7996,0.7935,0.003179,0.0007775,0.6297,0.9956,BOMBAY
200419,1716,651.2,394.8,1.65,0.7953,202151,505.2,0.7867,0.9914,0.8552,0.7757,0.003249,0.0007257,0.6017,0.9925,BOMBAY
200662,1707,635.7,403.8,1.574,0.7723,202914,505.5,0.775,0.9889,0.8658,0.7952,0.003168,0.0007812,0.6323,0.9954,BOMBAY
200714,1689,612.1,420.6,1.455,0.7264,203767,505.5,0.7119,0.985,0.8844,0.8259,0.00305,0.0008752,0.6821,0.9925,BOMBAY
201447,1781,660.7,400.7,1.649,0.7951,210441,506.4,0.6932,0.9573,0.7981,0.7665,0.00328,0.0006984,0.5875,0.9688,BOMBAY
201491,1672,610.9,421.6,1.449,0.7237,203393,506.5,0.7968,0.9906,0.906,0.8291,0.003032,0.0008838,0.6874,0.9962,BOMBAY
201946,1713,665.4,388.3,1.714,0.8121,203438,507.1,0.8183,0.9927,0.8643,0.762,0.003295,0.0006854,0.5807,0.9951,BOMBAY
202236,1685,633.5,408.9,1.549,0.7638,203633,507.4,0.7971,0.9931,0.8947,0.801,0.003133,0.0007954,0.6416,0.994,BOMBAY
202280,1715,652.9,396.4,1.647,0.7946,204687,507.5,0.7838,0.9882,0.8639,0.7773,0.003228,0.0007267,0.6041,0.9951,BOMBAY
202363,1710,628.3,413,1.521,0.7536,204085,507.6,0.6877,0.9916,0.8701,0.8078,0.003105,0.0008157,0.6526,0.9929,BOMBAY
202626,1715,644.8,406.4,1.586,0.7763,207843,507.9,0.744,0.9749,0.8653,0.7878,0.003182,0.000756,0.6206,0.9845,BOMBAY
203101,1734,650.5,402.3,1.617,0.7858,206039,508.5,0.7433,0.9857,0.8486,0.7818,0.003203,0.000738,0.6112,0.9882,BOMBAY
203179,1732,677,388,1.745,0.8194,206073,508.6,0.8153,0.986,0.8511,0.7513,0.003332,0.0006549,0.5645,0.9848,BOMBAY
203296,1717,627.5,416.8,1.506,0.7475,205470,508.8,0.765,0.9894,0.867,0.8108,0.003087,0.0008227,0.6573,0.9897,BOMBAY
203536,1735,648.2,401.7,1.614,0.7848,206049,509.1,0.7749,0.9878,0.8494,0.7854,0.003184,0.0007475,0.6169,0.9953,BOMBAY
203643,1719,649.4,402.1,1.615,0.7853,206242,509.2,0.7746,0.9874,0.8657,0.7841,0.003189,0.0007435,0.6148,0.9929,BOMBAY
203657,1686,605.8,432.4,1.401,0.7004,206515,509.2,0.8074,0.9862,0.9004,0.8406,0.002974,0.0009162,0.7067,0.99,BOMBAY
203677,1728,662.6,393.5,1.684,0.8045,205511,509.2,0.8023,0.9911,0.8567,0.7686,0.003253,0.0007003,0.5908,0.9946,BOMBAY
203686,1723,661,394.7,1.675,0.8022,206087,509.3,0.791,0.9883,0.8623,0.7704,0.003245,0.0007053,0.5936,0.9941,BOMBAY
203688,1738,676.1,389.1,1.737,0.8178,207028,509.3,0.7881,0.9839,0.8473,0.7533,0.003319,0.0006592,0.5674,0.9859,BOMBAY
203793,1755,664.3,397.1,1.673,0.8017,207056,509.4,0.7978,0.9842,0.8318,0.7668,0.00326,0.0006953,0.5881,0.9837,BOMBAY
204023,1700,621.6,422.2,1.472,0.734,207033,509.7,0.8028,0.9855,0.8866,0.8199,0.003047,0.0008493,0.6722,0.9898,BOMBAY
204413,1780,712.9,371.3,1.92,0.8537,208732,510.2,0.8133,0.9793,0.8104,0.7156,0.003488,0.0005642,0.5121,0.9832,BOMBAY
204635,1706,635.1,412.7,1.539,0.7602,206334,510.4,0.807,0.9918,0.8832,0.8037,0.003104,0.0007987,0.6459,0.9941,BOMBAY
204774,1739,659.3,398.7,1.654,0.7964,209024,510.6,0.8115,0.9797,0.8506,0.7745,0.003219,0.0007147,0.5999,0.9921,BOMBAY
205358,1738,654,404.1,1.619,0.7863,207809,511.3,0.8121,0.9882,0.8546,0.7819,0.003185,0.0007342,0.6113,0.9895,BOMBAY
205476,1747,679.1,386.5,1.757,0.8223,207384,511.5,0.7739,0.9908,0.8464,0.7532,0.003305,0.0006561,0.5673,0.9969,BOMBAY
205889,1779,687.7,384.5,1.789,0.8291,208651,512,0.7862,0.9868,0.8171,0.7445,0.00334,0.000633,0.5543,0.9914,BOMBAY
206303,1734,666,396,1.682,0.8041,207854,512.5,0.8176,0.9925,0.8618,0.7695,0.003228,0.0006983,0.5922,0.996,BOMBAY
206702,1735,663.5,401.8,1.652,0.7959,209401,513,0.7007,0.9871,0.8627,0.7731,0.00321,0.0007075,0.5978,0.9872,BOMBAY
206979,1795,712.4,379,1.88,0.8467,214037,513.4,0.607,0.967,0.8072,0.7206,0.003442,0.0005725,0.5193,0.976,BOMBAY
207034,1754,665.6,400,1.664,0.7993,209699,513.4,0.8269,0.9873,0.846,0.7713,0.003215,0.000702,0.5949,0.9901,BOMBAY
207561,1752,667.5,400.3,1.667,0.8002,210438,514.1,0.7207,0.9863,0.8494,0.7701,0.003216,0.0006978,0.5931,0.9889,BOMBAY
207673,1755,659.3,405.2,1.627,0.7889,210788,514.2,0.7337,0.9852,0.8473,0.78,0.003175,0.0007247,0.6084,0.9899,BOMBAY
208477,1726,642.7,416.1,1.544,0.7621,210800,515.2,0.7943,0.989,0.8793,0.8017,0.003083,0.0007854,0.6427,0.9925,BOMBAY
208502,1770,674.5,401,1.682,0.8041,212629,515.2,0.6799,0.9806,0.8359,0.7639,0.003235,0.0006795,0.5835,0.9815,BOMBAY
208936,1752,663.4,405.4,1.637,0.7916,211979,515.8,0.7917,0.9856,0.8549,0.7775,0.003175,0.0007156,0.6044,0.9892,BOMBAY
210260,1739,648.6,417.9,1.552,0.7648,213691,517.4,0.8233,0.9839,0.8736,0.7977,0.003085,0.0007706,0.6364,0.9877,BOMBAY
210910,1748,675.7,400.4,1.688,0.8055,212898,518.2,0.8098,0.9907,0.8671,0.7669,0.003204,0.0006836,0.5882,0.9925,BOMBAY
211734,1777,679.8,400.2,1.699,0.8084,213916,519.2,0.8018,0.9898,0.843,0.7637,0.003211,0.0006739,0.5833,0.9909,BOMBAY
212510,1770,671,408.6,1.642,0.7932,216642,520.2,0.8398,0.9809,0.8526,0.7753,0.003157,0.0007035,0.601,0.987,BOMBAY
213012,1753,638.2,427.2,1.494,0.7429,215532,520.8,0.7299,0.9883,0.8707,0.8161,0.002996,0.0008197,0.666,0.9949,BOMBAY
213022,1850,721.2,384.4,1.876,0.8461,218065,520.8,0.7375,0.9769,0.7824,0.7221,0.003386,0.0005678,0.5214,0.9784,BOMBAY
213307,1786,664.8,414.6,1.603,0.7817,219982,521.1,0.7999,0.9697,0.8406,0.784,0.003116,0.0007262,0.6146,0.9854,BOMBAY
214138,1764,653.1,422.2,1.547,0.763,217249,522.2,0.8005,0.9857,0.8651,0.7995,0.00305,0.0007686,0.6391,0.9888,BOMBAY
214563,1765,659.1,417.5,1.579,0.7738,217833,522.7,0.7378,0.985,0.8655,0.793,0.003072,0.0007493,0.6288,0.9927,BOMBAY
215005,1836,713.4,390,1.829,0.8373,219894,523.2,0.8132,0.9778,0.8015,0.7334,0.003318,0.0005923,0.5379,0.9839,BOMBAY
215107,1772,680.5,406.9,1.672,0.8015,217799,523.3,0.8191,0.9876,0.8604,0.7691,0.003163,0.0006826,0.5915,0.989,BOMBAY
216075,1767,684.3,404,1.694,0.8071,217769,524.5,0.8119,0.9922,0.8692,0.7665,0.003167,0.0006744,0.5876,0.9951,BOMBAY
217182,1812,704.3,396.8,1.775,0.8262,220372,525.9,0.676,0.9855,0.8316,0.7466,0.003243,0.0006216,0.5575,0.9894,BOMBAY
218077,1796,710.9,394.7,1.801,0.8317,220398,526.9,0.8054,0.9895,0.85,0.7413,0.00326,0.0006071,0.5495,0.9896,BOMBAY
218738,1811,682.5,412.1,1.656,0.7971,223507,527.7,0.7031,0.9787,0.8381,0.7733,0.00312,0.0006881,0.598,0.9903,BOMBAY
218983,1846,714,394.1,1.812,0.8339,222086,528,0.7456,0.986,0.8077,0.7396,0.00326,0.0006017,0.547,0.991,BOMBAY
